order_id,product_id,quantity
e946dc66621,48cecd47bbd,1
862f585a9d4,aa61d6216a8,1
bf312466561,6ea00b4d9b3,1
557673087fc,dd620c0bc7a,1
3654d7f548e,394d9fda023,1
baa83f10a4b,bdd18236fb3,1
8746d127fa8,09556600a6a,1
52f5559ff0a,0c6264c51ec,1
c1d6720b96c,9c20eb2820f,1
8f0c9b56b82,3784acd09fc,1
fc055b02c75,47581532380,1
52c7d4c6ad2,31074c307ee,1
0a544247159,1ab5311e30c,1
3a8bd21a51e,8d17304d31e,1
481f9488481,84f28c03a4b,1
4505f25b2cf,d0551501114,1
44da1aa4775,e6a7beb5bfb,1
62dc109f6aa,69595d540df,1
62dc109f6aa,2bb1ff7676c,2
62dc109f6aa,927da7404ea,3
62dc109f6aa,f269a0bc993,4
fc70cad2504,1d4fe31474a,1
b2b88e69f6a,174ce23a62c,1
a2a283e5f97,64671a79dc0,1
3e70571740a,3ffea326d9a,1
84699e78b2e,b3093b17aa7,1
f3f334d5c3b,6d3cd562cbd,1
2baf4ecf1c7,a977431a99e,1
894f86712a8,c51556b297c,1
f788e23c07f,4c031b965a1,1
c7470ca473a,6456cc6c4b3,1
8b5a7cee91f,13a05bdb46e,1
9ed1ce680ad,e3f885171f0,1
09fe7434d0b,32b5c9d5669,1
09fe7434d0b,5d0176125a6,2
2c35c5ecccb,5a3c7bad20c,1
cd7ab91b5b5,1c5b3b89d67,1
33a965817fb,b0b60f834e4,1
810a6b84b0d,cba9dea8ad9,1
810a6b84b0d,108b5aa8c06,2
8f23930bebd,1c5fd03e82e,1
83ad799c7e4,10334928b02,1
e1f29255a31,22cc4140628,1
ca9f2fceb3b,316f4515d74,1
054d31af43b,0f538cc13f3,1
f87f947b666,ffb6207c51e,1
f87f947b666,aedf35608ed,2
04e87666691,74557ee8deb,1
acbe98a82a4,44154ac25f0,1
e766fa5327c,e6867c9a2e7,1
4691c4b712f,3d8d788a16a,1
011af488f4f,3962806a5de,1
acf4ee4b027,d8c31a1a9b5,1
012c1ff57ed,6ed497cb04a,1
97ee4fa01e7,2134671e842,1
9e800b8e1be,3e5b98c2fcd,1
f23d05c17a6,374fcfb8c42,1
c61141e979f,90ec42c7b8c,1
8210325c67c,e93f2bfc324,1
8210325c67c,f91bfd31c77,2
84ed77c15fa,d324862a673,1
1a4d3fa9bf1,87a79ca656b,1
1cad4457248,0cedc7bd791,1
7bf8b967a90,9c0ccfab59a,1
3aeb2a297a1,11db7b708aa,1
2074083ae12,6931f5d2377,1
84243a02352,7459b491bcd,1
d4ff5295846,e47d8d79d10,1
d196cdefdf6,f35a73d45e9,1
c433bc5e98f,00a9acaa258,1
b387b0bebef,8a358a5ac7c,1
a50cccb2494,1fc7e6b160f,1
d373a89eb14,0ed35ae329d,1
6770705d094,6d12dde67d8,1
02c244e1072,474c6dbe021,1
ee28367ea26,1033f1197b1,1
749d9e939d8,07f55d1a8dd,1
76d1829faf5,550f6c76481,1
76d1829faf5,2ab66ccdc1f,2
76d1829faf5,21d534ddb50,3
76d1829faf5,85458b52984,4
138e4716fee,84908bbb5f8,1
48353788d93,5e469cb87c3,1
823952e96c1,7b0275913d8,1
e4888573662,d4e7d962e15,1
50e751c37cd,3647c925e65,1
44ea59ef0f6,f564b1e436d,1
e8f5e616e0d,5d723199fb5,1
08122e28ae3,af7af858939,1
6f3a71fdc62,ac8d2b4ede1,1
9f2aa77d15f,7635f2baaa8,1
9f2aa77d15f,a0477a6da9c,2
9f2aa77d15f,61ac9ed70c6,3
7ee45607a2c,742b9af7925,1
2d612ff4711,aed304ccfc4,1
d41469b2b7a,4e0cec6eafe,1
d41469b2b7a,39c05e05cff,2
d41469b2b7a,d3af7775ca1,3
4fbd75426f1,9a0bc8354d5,1
b27e08216d4,a593da5950f,1
9b9c53fddd8,00db163b276,1
3081d1f2b07,5ada5a59a60,1
d2fda2bb0f7,beb5b60f8c6,1
bee07a0944f,a89a96378ab,1
bee07a0944f,5c053d0bbe8,2
ed1452ff5e1,dfb1150d13e,1
d1a0026a7da,9444289ef7f,1
becaa9dcc45,7e97a200f93,1
b632ed62393,d5335f89f80,1
19b368a6cf6,6cc35209940,1
b46d6862646,e3f4aa2cf3f,1
72eec164ac6,c09b5ed4d40,1
72eec164ac6,d42d2b2fba4,2
3e42f111bf4,80183aed0f0,1
da0652bbee8,e396a8332f7,1
e4b0d9e33cd,29938ad9f64,1
bd856c01ca1,1d612e96d08,1
c80b5452da1,1cd0ab96315,1
6dbaba98503,c81bfd16930,1
b1b759ab437,5b5463fd20e,1
fae01379472,e1e650f52bd,1
dfc7f482f2b,6c9f4e98b84,1
b5102af9bfa,6748329355,1
9c267848187,b28efa4c583,1
4eeddb83633,b0629c705c1,1
3d2fd8c6e35,0e03c2de06e,1
c672375a66d,4610aa88c15,1
a743e660f26,ff32fc21818,1
75c0f0fd785,65262d73956,1
75c0f0fd785,7783366870f,2
75c0f0fd785,799121a90e2,3
75c0f0fd785,ac47da47691,4
e2c37fed63e,bea590a33d5,1
4ca4744acc7,390b1873a58,1
a8097917a17,a5514d9ea07,1
7836c94f27b,e2d940e3439,1
d6ca41abc94,02349fbf14f,1
76ae3928efb,5383d139ee7,1
76ae3928efb,a0da4626a82,2
cb775e423c0,907bdb42cd4,1
2f3c1dda5f3,492dff8db9f,1
f5414f9c4ee,e9b6fcfa0b7,1
362fc8f7a16,45892bc5639,1
2b7bcecdf98,a263aed7a7b,1
3aac1f38f10,44e05c590c1,1
158b3653a42,3e46fc529ef,1
b1f152cec2a,fb4782f6141,1
8a2e639439f,8e05c81f93a,1
11556bdc0e5,bb3400cf804,1
11556bdc0e5,c79b8adcf16,2
c165ec169d0,8078c0b9211,1
58bfe0d3655,89acfdf8f3a,1
8413bb54226,6c93eb91e05,1
aec0633b405,fe406c66f88,1
aec0633b405,024021cc3ef,2
68eb29c299d,35df1e0c249,1
580a3033220,f9047904e5a,1
580a3033220,329a05154b2,2
989411e31c1,a6568091c8a,1
8881d205f08,d27fe31d8e8,1
bdfcb6b2c51,b30d0b45b8d,1
f90821db60d,c504ceb9656,1
ce1deb037b6,cd3de5e8633,1
9a23e3f0283,1ab32b7fb26,1
27f79a66800,3183027d588,1
010c25b04ff,48ae69c6199,1
bb3ebc99b69,f842ffc0fd9,1
4e20a85f7bc,75bb0f4de36,1
a74b6cd1814,0a3227f04b3,1
67811dc63b5,df984895c50,1
0a88cd9c8e8,a75deaa1fad,1
643ce91d58a,e8a8c37737d,1
74333cf656b,82c035b682c,1
74333cf656b,1f381821044,2
d3322dbb6aa,26dc8325d1f,1
0cb036e80a8,d94f4d4c4f5,1
09faed3ec88,d7d7ee3025c,1
63472b11227,4d6a29ff226,1
2860815f7f2,d7c528ce5ff,1
9e6f12237a9,0ce7ca0c958,1
7012d3eb5eb,aa9d732f5e2,1
74730a080db,2882f72dbe6,1
99cef81d562,872d3b1a3ed,1
c983ff2a2fd,f39f0ce0752,1
42be53d891c,953df64155a,1
ba7f36a959a,423958bd4ea,1
ba7f36a959a,2470641ba61,2
ed514518af0,f78009e4b94,1
db066592a7d,41ff51b82ff,1
db066592a7d,59bc77dcc8e,2
1e47df53f14,73a46dcf65e,1
74621fd759a,c36f366b2d5,1
93265a4cb88,81515b2e797,1
a215c2b9e8f,1b8df0f7af5,1
eea5392fc6b,39a2b13197f,1
644ddc8804c,b364eaaae0f,1
12ccc82b135,a2e0b771e2f,1
12ccc82b135,2ae10352557,2
12ccc82b135,5eb4bd2e29a,3
a4ad7bef2e6,4dcffe3cdab,1
a4ad7bef2e6,8c6a8075c38,2
59a3f23583a,b41081de428,1
a2088aaa785,37d52fbea43,1
618a2521bec,5dfca8c8ce6,1
50629d04517,7ecd1d35c63,1
7c3f8b90cef,ac98adb0fc9,1
7f2c19ef62f,63a66051797,1
91566a91cc8,95a5c67d076,1
7741a6bbc6f,a301644f40a,1
957c3294cd6,00f33858442,1
8ff54d8013b,0e1573abf98,1
a03396c5ee3,b9ca6dd509c,1
22173687696,784eb427c24,1
a2492613ec2,b17967bb1c4,1
bacc85f9afe,0a8c7739d6b,1
bacc85f9afe,bb71d67c24d,2
ec57d898c10,fc76d3063aa,1
c847f44c0ed,2feefd10eae,1
3685de667df,9034cc4c599,1
330c5f047bd,68ff65096f3,1
a8d7dcab993,a90b7d471b2,1
7ec5ed4824b,55a9680de91,1
ec2cf4e8812,9a3cb3875dc,1
01ed150568f,d27821fab6d,1
01ed150568f,e70d48081f4,2
16a6dd583c6,803c25ccd65,1
266a57bd42c,d661ae5ee6c,1
898177f6923,98f630d8e85,1
898177f6923,04cf04406a5,2
f83f1ee6408,917881258d4,1
5231c547e6a,29bf434add9,1
bebdc3a278f,f28a3673e4a,1
1fdcb307393,e9b5ed55f89,1
706f1b6d292,dd1539387f3,1
3da3c1ea437,eda9216cfcc,1
f393a2796d5,94c066520d7,1
b73bf53a31f,1d226a7b5da,1
72eaed9676b,f1b4a70edbd,1
aeb16c0f48f,abdf8b63dbb,1
aeb16c0f48f,2310f0574f3,2
a8918fbe147,4ef4b647227,1
ddcf0b8703d,c6078f5c06d,1
ddcf0b8703d,6ad8671c224,2
6ac1507ee2d,0223cefb838,1
a46f307459f,f52fbe8c43a,1
84966baa65c,43fcc33fca9,1
84966baa65c,fa362b7bc24,2
84966baa65c,a3e8d17a978,3
84966baa65c,c3ab70208a0,4
5f966e300cc,53419a18628,1
5f966e300cc,0f1ddadea82,2
5f966e300cc,7fb8d43f7f0,3
5f966e300cc,a951212696e,4
5f966e300cc,86e44370254,5
b317a0c8bf6,cc031c4c97e,1
904495b631c,408e2da87fd,1
06cee474af4,aa7bfbabfd8,1
2aa181b00cb,7fbe00bf1b8,1
9f2751b2fcd,bb209e1555a,1
a16b2f00713,95da981626a,1
a16b2f00713,920cec3e167,2
60d3e52f923,b803068b091,1
6c93eb4be7b,84f99ae4f65,1
f4e5c305a0a,3fe5b904536,1
0ba873dfc03,0689a6a905f,1
d084583978f,da98b807cd3,1
e164da34e34,291d5c7de0d,1
9d87750021a,b9e408f40b8,1
5fa5aac0b69,55c0596bfbf,1
5fa5aac0b69,864ccb6902b,2
7df8babd490,26cc9bb3dd3,1
5f079f069fc,a7047591d13,1
2eaaffd39fb,0f03d25f278,1
c56e9d84afe,1135450074c,1
838e2228150,9613935336e,1
0e705174b6d,822cee89763,1
bef64a0a092,55f9584584a,1
635e46b732f,bfc3fa41d9e,1
b866f937936,2f159e81e55,1
1decc55daf1,c66fd4abc78,1
48be99267de,9ae98eed105,1
90540f90f19,7469d856cd5,1
90540f90f19,a6dddfbb6e5,2
27e9b349f1a,bcc212a6013,1
e2db9a14f96,f90db857098,1
a1e9433db29,42bcc61976b,1
e271ede5574,f3cbefb8568,1
93041f714e6,fccecd6c224,1
cab2b4fdbfb,4efa8c19632,1
45f29b52526,e0b988e5cc9,1
4ed2885c0f8,0460ff891d0,1
9de83527120,2e954b1c72e,1
453f39c64e3,d6654267ebd,1
f9f8e0a49bb,14befbb5c18,1
43d61e58367,de1e7867bba,1
fdd8f8695f5,b606b5bbdec,1
5d8c51f489a,d717968bb4e,1
f83d7783c39,7037c838560,1
2bedbc7b59e,8650fe0f4e4,1
7fc83f5b81b,e7ad9a9e7b3,1
7fc83f5b81b,8d81c1632ad,2
83e3fe20a92,2f8f85fd9b8,1
b082cfe89db,92a96427931,1
ef359777eea,12f2685d280,1
8fa6dde61b3,872921f171e,1
f1c03043113,6cb71f62ed9,1
ee5309307c3,b517ca42a9d,1
95f47c92f0e,b6c354a2921,1
cb818ccd11d,6613bb0d93f,1
c6159576c40,cc498fe7fd6,1
05cd8f87799,4ae9578affd,1
e70efb33e4f,a5c6e0368a7,1
207bd25a679,17864020aa8,1
9f59d56b62c,fd630cec2e1,1
56a3873d8ed,23acb4834c1,1
3b686f44c41,0e93f6d56ec,1
48fdbb48eeb,f881438b775,1
2f914ae2c56,09b62359b97,1
c523d9f40bd,ba522a25a56,1
f7f03e2d34a,6fb4cb70347,1
ca54727480e,6705a0eff70,1
ca54727480e,d624671ccfa,2
16a9a768597,44d8dffcf6e,1
9d3a24e525b,53320f9ba1c,1
9d3a24e525b,e984279cb6b,2
fa3daff6402,7bfb9e19b14,1
0c4b3b424ea,bd9c97dd418,1
5f05530ee12,19be83f16e2,1
5f05530ee12,eec41c94fad,2
6dd3dc3d777,ed1cec48b15,1
6dd3dc3d777,460360455cd,2
dda5d1f8a12,b7e9063c925,1
dda5d1f8a12,ff4dcb2b635,2
edc5fc8f4b8,28a731f60e0,1
0baf3dcb0d5,c7c425c5e4e,1
8c9f5df549e,668734bc3a4,1
66485ea4721,22c58be6c5a,1
9.75E+100,fdd71eaf72d,1
25478e13a6f,26b434a6033,1
34f241f8c4e,cd01431dfaf,1
34f241f8c4e,3ef7b966bb0,2
28f5a7e8849,de4ca48bf2c,1
e79c2a7dc59,fd6aabd4f03,1
aff38a00e69,4b4e897f07e,1
85fc92d7c49,f55ec0d9704,1
084fa1d0533,0380987eaf3,1
71888cf97b8,e4ce17aabec,1
3b26fcf2e02,68c182b1625,1
3b26fcf2e02,03b2e3139a0,2
784563c08d4,9e4295d9130,1
3166b49429e,9c99c93e12a,1
4a6e9aa1e53,495489a207e,1
fec985ac155,e1fdc3d477c,1
07b91fb35a8,81fc655a6fe,1
07b91fb35a8,f2b2375d5d6,2
2ba2984e8bb,618f9542ba9,1
3d2e41b239d,c2acbb5abcd,1
764f153abc2,41e59a7a87a,1
6853ca4f6cb,cd3040ae7b1,1
427f216602e,758a77303d6,1
1797d5acfa9,6213256816b,1
9fa709289b2,e331b114512,1
9fa709289b2,58470452b01,2
8392b58313f,3007646f763,1
9b9e991efb8,2c3cf15f21e,1
96d5d1a22c1,ba423eaecc3,1
b107f4d114a,4bfd0a1e1ea,1
296c037ee1f,6a2c62b446b,1
00359a0386b,a5c8d7b36c1,1
b589ee695aa,afcc0ba00fc,1
0d9d6bed153,ebe5a6b99f4,1
f2188066317,dd86be5f667,1
6abdf9b9089,bb3ea7a36a0,1
d784095d2f6,6ba2aa185e8,1
dbb726fd4ef,0bcfb983d5b,1
6e4d47fcb1a,5d2b1ae105a,1
860f640fa4e,73cfbb96121,1
857a87fac91,60439d1559f,1
3117772a64a,8963cdf5849,1
674aa473ee7,3f18f2c3658,1
bc38cb57a23,3b7074f3d63,1
e9d94a18b5c,0319e55003f,1
6f7a38f5695,7f7b13556f1,1
7e039a27765,e400667054d,1
1976aa510a5,ab73075921b,1
1976aa510a5,719004d247d,2
bc8bcf6d123,d97e8dcb018,1
57d65f2e36f,a03a574f719,1
7d249b1f64f,90b678d23f4,1
e466f9a1525,205489438bf,1
3fed0c54d70,00ecf571635,1
0cdcf90b4e8,6706e859870,1
62c2b84ec37,9bb1211522f,1
8671b56a263,86a570e66d8,1
8671b56a263,80d592b55f3,2
8671b56a263,24e96c56ff8,3
f5ce2192f1c,be68eb419a7,1
72cb4c3b486,8bdc2a1b1c9,1
feb4fa8c634,11d17097cef,1
5b8862c7a02,33ef93947bb,1
98f0eb5111d,362322f2a06,1
ca0f6564382,0465bd1b574,1
50ca20d728b,205b9d6a36a,1
50ca20d728b,cfbdf21e8de,2
1449d49c452,2205880e09c,1
4be97c29234,1ae94c25fea,1
62563ceca49,e6fcba1de7e,1
62563ceca49,da0231fd5c5,2
b7679dcdebf,60ab1cbfd7e,1
f78742aca15,9701fc97f6c,1
5046b75668f,85146792ba7,1
81b558f0f4d,1e430155a6a,1
0a2f5856c28,c4bbab7f730,1
1ce19c409f1,2006f858f77,1
495c4b51ac7,9783def4ef6,1
6284af7bb3e,9e549f28219,1
d9f8b2fe821,84022af2a9a,1
d9f8b2fe821,8d0529f4012,2
af4a9f94309,fe77cdda463,1
af732206437,72456780aa0,1
861705a1fa5,5158ff03c69,1
861705a1fa5,90726b88905,2
029a503360f,b7a25dc21df,1
31d39f45fa1,ef4b029a7fd,1
141bf71c344,7659cceb20f,1
9b72f0b8288,a0f3346d8d7,1
450a188348c,5ad9eac092c,1
02513e7725c,ea01d9c7f16,1
ce17f5f72ea,714203d7131,1
3223190e4bf,0203c6efdc4,1
11ddcd8fa8e,aa1218fd9fa,1
ec96258cb84,0c9c75e01f4,1
9c076d0b3dc,196a713ad74,1
a4a1f344f84,a93288ec717,1
643ba43114a,a9af08ed148,1
bbad63e61c6,8a01f508b6d,1
