order_id,product_id,quantity
d792cb16214,6657ea517e5,1
0d7a144bdd3,dea641aaa2f,1
57da4fc703e,e291975717f,1
1b038114c75,73e239eb23d,1
bb4e55b4fd9,cff195d0b71,1
2a0634bc1ea,bb35283ed13,1
cb819fb4a32,f457d81becb,1
288c5617fa6,6368e9ab61e,1
b08b904576c,02e77a21a02,1
1e1fb923495,7e463025574,1
a52dc8a4af1,4b29c98dcb9,1
9470734ebd5,e020c345514,1
2c340bf65a7,db16e48fc22,1
b17cd7d8719,6496660c7c2,1
b17cd7d8719,9463d8c7415,2
65bf7b182ae,d838a7b13b3,1
84483a5d643,2f1284a004c,1
0584c5a2ded,eefba108a24,1
b4b83257986,30b578413b6,1
0be9558292e,a37e5ec51f0,1
30573b99628,8a3c3302921,1
1f84030f90d,a4594ba15d9,1
b12dce9a18a,72b315c3f6e,1
7734483457d,112324d1bc4,1
c6cc8f5bd00,72315e5e9ef,1
b9ef0cdfed8,c1bf710975e,1
405fb467e57,6f35abe2d06,1
6618a2a145f,cab87c28cd5,1
bc08c5c3ca1,b1f546f1a32,1
9390b7d641b,15ff296f80d,1
e2386413108,3e8993bb74f,1
d88e92fd444,3b032c12562,1
ab440ac16f5,def47a8648b,1
ab440ac16f5,bab499ed4e1,2
ab440ac16f5,af53b747475,3
066200733b7,98074265584,1
d4607c4733c,234522572b9,1
4f9a5e95929,79a4b6fb479,1
d2971d718c7,91974a110b9,1
1a4c7bac9c5,4cfbf417054,1
ae000cfed8b,ec6d95fe1ea,1
c36103c9440,1f757694866,1
71f5b6e1e41,f2fe29b87f9,1
71f5b6e1e41,e67f93e8735,2
71f5b6e1e41,33adcf03303,3
581e9a3d963,b9e01d6cbf3,1
778daa40df8,e81eb05bdc9,1
7afc9e8ce9a,6f419156f8f,1
2a37d4eba8b,68296aece48,1
2a37d4eba8b,eb48ecb56e8,2
0801ad9d273,d1b682809fd,1
3d23a0507c7,7e08f220ee7,1
0316e7130f9,b1c9636e244,1
bc56ceaf0f3,e2630cd9ef4,1
a6a2a267321,8b83c3759e6,1
efee3cca688,d2fbc605dc4,1
d5cfd92b60e,7838bac5cd0,1
19ad43268d3,d62d1d0287e,1
ae82c6ce396,1.24E+302,1
ad91fbd02b5,3a947dd756d,1
9e925d14fc3,3100477b2b3,1
634bb4492ea,e8927dd586c,1
d4ca95db77c,04191445d39,1
c4e8dbb8ead,2540355a5d8,1
b1499773a30,d5953c76f95,1
92aefdfa223,87ddc54767b,1
26891040df9,dda962bb870,1
66f173fa59e,967209219a8,1
916a81105cc,3d94ba4ee2a,1
a31967e82bd,2be145945dc,1
262012e7daa,561df147683,1
25af681303f,98d7229bb14,1
b6a13d6fc0b,fc8312bfe1b,1
170acbbedea,d3d5a8ad268,1
abc18fe9c05,3ef03016b24,1
d50753c9891,8f46ffe3ead,1
d50753c9891,989513ddf73,2
9f7f23ab5b1,3340bc2fdd0,1
0f791b12d8a,6114cbd11b5,1
97872e6d64e,5074199db2d,1
100ca699b42,8c076f547b2,1
100ca699b42,7371b1dc93d,2
5613b057344,c0179385ed1,1
976adeef2c0,7d5e22d478b,1
82d341865a4,7682fef9dc9,1
45823e3594c,c233094fc16,1
68d7d9ce96b,808d7abbab6,1
b2b3640e721,5d7796d857a,1
b2b3640e721,da9ada27385,2
b12f8e89227,ccb83187386,1
8dd177067f5,f70fd789264,1
ad7c5a4b35e,caafdcdd368,1
ad7c5a4b35e,749d3a2f757,2
5a8de40d12e,9dbf435191f,1
77d2e3efc89,f8b79240a70,1
10f752e7507,c432153949e,1
5216fb96064,a4dde50347f,1
d49814793df,b031890933d,1
4bfd929c90e,e952a1fd7f2,1
88cd0d9477a,f3c64eea974,1
9d6128df6dd,7b0a474a9ba,1
fe4cf2aba18,32348b42e2b,1
fe4cf2aba18,60c0ad0df3a,2
f23723550f3,151da072ed2,1
2881fe6459c,d3ed40c580e,1
c8c1b582257,de622ecbd3a,1
cce0c330d32,ad710c33bd0,1
459349a6899,b71be168fca,1
d18e0cc0d4c,93fa1510e7e,1
248b5ffe1a4,e3d062b62a8,1
2913b3df2b4,f0ca5e226ee,1
7cff2195456,36ef82f457d,1
7cff2195456,f7d829b9946,2
361a523545b,e11ff908751,1
d42695aae73,df50808ebcb,1
cfe2225e34e,e5c7b0afbd4,1
f00e4f0c04f,3ff37bc60ab,1
291c3fab17a,8e459b37698,1
92c721c8643,b4dcfb79c13,1
4177c81b989,9add2a26d68,1
bb3f22e6593,124f965b1f6,1
1167528fdcb,7eebbf54519,1
85355dfbb71,bc5b28db49a,1
26be8c3dfc0,30884200e9a,1
809f70de640,bcb558cf866,1
a8153d82467,6506de83f01,1
52a62bd2158,a9ef510b11b,1
6ad3154167f,cddd581b02b,1
025bd6d3c81,acef1870e9b,1
4df8abf6ce0,276bbf52082,1
a049c8d1f93,f3ca2538d1a,1
8976f77febe,fcdf76fbf08,1
b874eda3391,ae488cb0a6a,1
614eef69d14,d570bd07318,1
2b016649249,5a73b7fbbc7,1
1910793b31b,a7e25a33795,1
1910793b31b,13566736825,2
5f386963ddc,0dbd6744b50,1
5f386963ddc,0b41ecbc96b,2
5f386963ddc,8c156ceb47b,3
5f386963ddc,360fb0df099,4
f532dd2547b,4c4e4474ba2,1
cbf41f8f63b,ef3be9a219e,1
4feab0db425,51c6c997aa0,1
4feab0db425,fd0dee1cb11,2
044ba3abdc0,f7dae4d1617,1
709e0a42715,fa67fa9f132,1
a03d54a6469,e7b4bfe97ab,1
ffc83a20365,85c89f0bae8,1
487a50ad8e4,38b293dfab3,1
17607f1704a,414baf78111,1
a968b3936fb,66c8e2be0b6,1
a968b3936fb,49f7a717605,2
a968b3936fb,fb3c1b2f278,3
08b0540ba94,f324108c733,1
6f5bdbc87c7,9a741a09d9e,1
02fbf9824fb,e1c320fe278,1
5c18506f06e,8fa6aab0e62,1
3ed7129c3c0,9c091420bf5,1
d7722ad56ac,1c31e462937,1
06343ab357b,fa4f060b269,1
1ed78615ee4,d5cdc89f4ce,1
ef979d0b661,af9b4c670f8,1
0158ddb0020,266c088f720,1
089e50a5847,4e110133eb3,1
c18ba74f22c,4ed1cd8e17a,1
0d1978acef3,2ee7ec5531c,1
0d1978acef3,85b968a0092,2
81db9227a33,757fa16d9d3,1
2627e8b8800,4b3818aa875,1
5793ce5fc34,fc758c0a086,1
412c7f9f493,49fcdce13df,1
365bde2b2eb,c09fb892abb,1
5eed3a0fe7f,2319cebf235,1
40da4651d22,bc8afeec226,1
ebe189b922e,87fa5c24662,1
7521e426529,f92d786f6de,1
0da0655c7ba,6120a67fac7,1
8f1972b829b,e5b6cc076c2,1
e5fc35971e9,e22724727fc,1
3e073a5290e,2b328b41576,1
51a714c81ac,a4d9cedf020,1
554c64b41b5,3e4fac616e2,1
c21cb82cfe0,34e94f5ce5b,1
fdac1155ee3,a8177a692b5,1
4f32bb4fad4,d3bc272c61e,1
40ef515f5ab,df6507f063c,1
08e4f3fb94d,ac89a284667,1
855f2636c65,592870b2b30,1
c4fd1c0cb73,9af81dd3fef,1
ca78d395758,1aeab938bf2,1
c9d44c56421,651e1561be2,1
c3b18cbe337,1f443fb1cc4,1
048dfe6bdfe,364bbe360ea,1
26b77dc6960,0a4ee6117db,1
93b6035d1e3,3f513dfbe98,1
4902fcb4892,10362f10020,1
f47f04afede,86bb132eae9,1
043647e7c88,3f694dc08e1,1
2f81818a141,33efded6374,1
fd7f1729a4a,478cc5a096c,1
d50ca927cf4,f4025ed5f25,1
58ceea9b345,be899ddfb4c,1
4d8ab53ad04,45815362608,1
cf7c7f494b1,449e33abc6d,1
5ce58854b55,992acbbd7fc,1
0d422732f69,c097561b77a,1
00e017475b6,9aca8584e76,1
720098cca51,83406ade1e5,1
452cf3f57e0,fecad5a458d,1
452cf3f57e0,62ec9890e77,2
53ae5f532c3,deb6e5290ba,1
5bf4e22ce7a,077398be06c,1
bd32b107261,13606a6e2cd,1
46c37d64cd2,f363f3d3f88,1
1464f5d4643,97608dfe605,1
bb147681e14,c6590c4d400,1
c0d80c0815e,b2b144fbf8c,1
c821b6f9e92,7a09eeac4d7,1
bc10ad7cf46,11f5457db10,1
bc10ad7cf46,901a8b729a7,2
a5e6c9643e5,11320d559e7,1
a62d1ef26d6,7b6317c7edb,1
c29eb348aae,b717b11ec36,1
a42685673ff,0e572d2181f,1
f99023c050e,dac6898094b,1
7209a4e58b4,5214eaeaa24,1
62332c50f4b,83cb75aec07,1
4e4a7f7a876,c8779d47241,1
8976160c377,2bf40d07761,1
2f1734ff71c,25b628dd429,1
2f1734ff71c,3510e6cf5ce,2
70d22865381,8a1cf4a8690,1
252a0cd10b3,97156b0848a,1
897937381db,f5828a1db62,1
897937381db,a5b1c004eb4,2
d8fbe59c430,28460ba9222,1
5ca75ebb329,8ebfa94a15c,1
8a08045f6c4,168cbd55d70,1
00b60193ca8,ac42efcc761,1
0a793995c9b,9d01b39834f,1
3bfefa80867,91a2962c9e8,1
ee881208ae7,cba2598ad9e,1
361849aa917,c44932c5d22,1
f14e41564ed,bc35f0f031d,1
fa6ab711493,502c209988d,1
940db55d919,479c5d9e6fa,1
d3f07ef6a17,097b41f1251,1
2b71b264098,ead6afbe107,1
9981499a3da,885f3c5385a,1
f39d6cbf431,c0f75f572f4,1
b2f4bd6d311,91913e54ba8,1
3e2cf15f797,6f9429b1986,1
3e2cf15f797,67c1ce5b981,2
3e2cf15f797,2d5139945ec,3
54daa7b6ad5,d0891b1b7ab,1
2593d7b8888,dee8126ef79,1
58acc29f513,7cb5d8f80df,1
24935c600c0,b54b458a4a4,1
c1608200803,525bb238162,1
ba33821875a,6fbc2ae2b58,1
40f275b0640,fe9b3ddadd3,1
a4e7ca2f1b2,c638cc67567,1
3616ae5bc97,b9a6fbd72ca,1
95d3b2fb56c,bd76d9d76c7,1
b0da48999aa,3163260204,1
98eb64e3aaa,34b7053fe13,1
a1e5959750d,6cbe589de6c,1
674e5f19844,d71064cf7ce,1
e8f8a9470cc,21cd60cee6e,1
d4a23719a79,cf15043c6d6,1
9247dbe1a9f,e75c7db067c,1
6db648e003b,3a123223810,1
b034138c843,fcd12c5ecfb,1
c684148a619,9f4719bbff7,1
c684148a619,5ac212d036f,2
8764660134e,136349dc0a4,1
1689259cf4d,593a2475e36,1
52d3977cc2d,c708c1dcac3,1
fef9150781d,a144fb83f19,1
d1f9b18d847,b1af31d353f,1
7970bc08c7e,37dec9034c1,1
fe54088a443,bdc52e0b19f,1
3a492f1cac3,23136954b0f,1
726be3aa9b9,629de8fb021,1
7732492771a,ae9a147a8c1,1
dd252b2fb64,da76af2a993,1
edcacdf9342,9c9d23c312f,1
edcacdf9342,988bc973d90,2
63add51afc0,f5dca5a90ed,1
fd5173c5581,21851f94062,1
447eb606970,2cad437b80a,1
5d12e0d5481,32f11769613,1
9d3d8d4b1b7,5b32ec3e907,1
763ddd62266,bc1c130feb5,1
fa4b8ef5d68,df6f1310b03,1
b5ca12d3a1b,18232a41499,1
b5ca12d3a1b,5b867f337df,2
b5ca12d3a1b,68e8b09fe65,3
b5ca12d3a1b,50e4985d36f,4
66fc01a4cfd,0359e207762,1
6e2d5b3577b,eb38b767afc,1
d16c2165822,623475d6a66,1
ce3d412c600,1a493a44e82,1
fad9dfed3d9,5a38298bfc0,1
859d279e2cd,0e211019777,1
eca16c0e0b4,b021912f178,1
8ba1da2828f,d9b2f673d41,1
8ba1da2828f,d45bcdd91c6,2
